customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0159,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,One year,No,Credit card (automatic),40.88541642462273,3378.7392654944656,Yes
C0160,Male,0,No,Yes,58,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,53.99010007409701,1658.2373689941462,No
C0161,Male,1,Yes,No,29,Yes,No,No,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),83.82374290861122,4573.5086650451585,No
C0162,Female,0,No,Yes,33,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,73.77228673248494,7222.646890631849,No
C0163,Female,0,Yes,No,60,No,Yes,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,93.84611946516505,437.73188496393215,Yes
C0164,Female,0,Yes,No,55,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,52.58556314514118,7560.419967453142,Yes
C0165,Male,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,64.10691449339791,5662.541690294574,Yes
C0166,Female,0,No,No,47,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,28.400773634218197,5249.1723994363265,Yes
C0167,Male,0,Yes,No,23,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.451981895343707,5326.885775661302,No
C0168,Male,0,No,Yes,21,Yes,Yes,No,Yes,Yes,No,No,No internet service,No,One year,Yes,Mailed check,65.15003477009824,2530.96074856581,No
C0169,Female,0,No,No,13,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,48.762853959484204,3539.2556818108164,No
C0170,Female,0,Yes,No,33,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,80.50565835788535,6797.577830079548,No
C0171,Male,1,Yes,Yes,24,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),22.386220875346336,2616.7239552936085,Yes
C0172,Male,0,Yes,No,11,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,30.420170515155675,4004.711417595614,No
C0173,Female,0,No,Yes,17,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),106.24946273285231,184.52092591007556,No
C0174,Female,0,Yes,No,68,Yes,Yes,No,No internet service,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,75.76378539494866,6240.041949598967,No
C0175,Female,1,No,Yes,47,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),90.62956243650517,3560.9498625879332,Yes
C0176,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),103.88115610814417,4474.093074193107,No
C0177,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,65.31110298090533,990.7947936708548,No
C0178,Male,1,Yes,No,12,No,Yes,No,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,95.62815916468256,8429.720088575039,No
C0179,Male,1,Yes,Yes,37,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),71.50772906549949,2583.5321084854636,Yes
C0180,Male,1,Yes,Yes,42,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),40.720374567917794,5403.982309661092,Yes
C0181,Male,0,Yes,Yes,17,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,Two year,Yes,Mailed check,52.44092921769583,4948.046677055576,No
C0182,Female,0,Yes,Yes,48,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,68.01574498767741,6677.152073691768,No
C0183,Male,0,No,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,50.322326321571616,2510.3250575854695,Yes
C0184,Male,1,No,No,41,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No,Two year,No,Mailed check,52.22382451768963,6429.775740266567,No
C0185,Male,0,No,No,47,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.41406878737417,3262.3796796763986,No
C0186,Female,0,Yes,No,18,No,Yes,DSL,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Credit card (automatic),30.529677843424626,3505.467312308733,No
C0187,Male,0,No,No,71,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,26.63354593564964,5723.947649660785,No
C0188,Male,0,No,No,13,Yes,No,No,No,Yes,No internet service,No,No internet service,No internet service,One year,No,Mailed check,22.742596048513043,6670.311915902656,No
C0189,Female,0,No,No,13,Yes,No,No,No,Yes,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),29.31753862550235,5674.362807574582,No
C0190,Male,0,No,No,31,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,53.058123397833036,7650.778093484511,No
C0191,Male,0,No,Yes,2,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,78.57492418987182,2436.718888304391,Yes
C0192,Male,0,Yes,No,16,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),37.190986575359716,7657.031121688735,Yes
C0193,Male,0,Yes,Yes,9,No,No,Fiber optic,No,No internet service,No,No,No,No,Two year,No,Bank transfer (automatic),108.57690229226907,1127.984427051738,No
C0194,Male,0,No,Yes,38,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Electronic check,100.45500798642384,5612.136166012296,No
C0195,Female,0,No,No,54,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),71.0937655065347,4663.003185006666,No
C0196,Female,0,No,Yes,56,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),91.8694027429627,4213.50204660503,No
C0197,Female,0,Yes,Yes,45,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.36550951927336,2655.1558288089964,No
C0198,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,21.75133485877517,4290.661145704443,No
C0199,Male,0,No,Yes,9,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),110.24195044831906,1390.161608855053,No
C0200,Male,0,Yes,No,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Two year,No,Mailed check,31.034935802297845,3150.5802488034324,No
C0201,Female,0,Yes,No,7,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,114.68960933072445,855.0115420982482,Yes
C0202,Male,0,No,No,36,Yes,Yes,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),76.33202400314323,4868.402859387563,No
C0203,Male,0,Yes,No,18,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),49.16743222418585,830.3032107452358,No
C0204,Female,0,Yes,No,3,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),68.54351157780815,1378.0432696036153,No
C0205,Male,1,No,No,28,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),69.1662405101556,742.9294102168166,No
C0206,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Mailed check,20.375282103143356,3252.276848073525,No
C0207,Female,1,Yes,No,44,No,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,54.25690489218214,7159.491610376432,No
C0208,Female,0,No,No,21,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.46631155337758,7710.295193838127,No
C0209,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,70.02705727297221,627.7663539173136,No
C0210,Male,0,Yes,Yes,54,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,42.911471934977584,5400.25429478832,No
C0211,Male,0,No,No,54,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,52.18120572376829,5822.957171389967,No
C0212,Male,0,No,Yes,65,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,106.03154809782681,4545.436651708429,Yes
C0213,Male,0,No,Yes,21,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),71.6060663553234,5675.365594984689,Yes
C0214,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),71.89191650022607,2000.1646483883342,No
C0215,Male,1,No,Yes,57,No,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,116.06968082320303,4171.162204648895,No
C0216,Female,1,Yes,No,49,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Mailed check,50.72990270173762,3333.4089515218975,No
C0217,Male,1,No,Yes,54,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,66.9131947608353,778.9028441109507,Yes
C0218,Female,0,Yes,No,10,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),100.79478696752507,5323.969721726152,Yes
C0219,Male,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.40904938647702,4218.415264240055,Yes
C0220,Male,1,No,Yes,44,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),45.1115410367246,2352.0260961877107,No
C0221,Male,0,No,No,47,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),33.41128685574935,4035.7983787413964,No
C0222,Female,0,No,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),89.47186677111156,6594.07779204762,No
C0223,Female,0,Yes,Yes,46,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),44.28093003433386,6817.661144137998,Yes
C0224,Female,0,No,No,13,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,No,Mailed check,112.1129345094726,5527.280624052149,No
C0225,Female,1,No,No,37,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,31.183264786901063,3985.4371229001895,No
C0226,Male,0,Yes,Yes,24,Yes,Yes,No,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,50.46815041374721,4901.508439727039,Yes
C0227,Female,0,No,No,2,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Two year,No,Electronic check,23.588299186341203,3283.700379838345,No
C0228,Male,0,Yes,No,14,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.73714130006456,1091.4509012771287,Yes
C0229,Male,0,No,No,10,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,108.90879018937062,3288.8339070288316,No
C0230,Female,0,No,Yes,35,Yes,No,No,No,No,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),82.85920178776271,4516.282436982638,No
C0231,Female,1,No,Yes,25,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),113.65080758217132,5097.310112266254,No
C0232,Female,0,Yes,No,3,No,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),31.107405807123385,7955.463878895294,Yes
C0233,Female,0,No,No,17,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,No,Electronic check,26.94886058079529,6611.342280749686,No
C0234,Female,0,No,No,12,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),103.51809857907182,1307.200906173753,No
C0235,Female,1,No,No,54,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),105.26213988942378,1495.4134768301358,No
C0236,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,Yes,Electronic check,102.76603176492706,870.3965478715937,No
C0237,Female,1,Yes,Yes,29,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,99.49442005844206,6279.257410287824,No
C0238,Male,0,No,No,43,No,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),54.94729312174334,6007.329166167931,No
C0239,Female,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Credit card (automatic),40.18113252632155,8384.330132192945,No
C0240,Female,0,No,No,60,Yes,No phone service,No,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Credit card (automatic),112.73801003977458,4445.802628629005,No
C0241,Male,0,No,Yes,65,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),49.314018650530066,7027.651426496216,No
C0242,Female,0,No,No,28,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),58.63758358073129,4907.3628810081245,No
C0243,Male,0,No,Yes,16,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),89.35501386406658,7432.003495657721,Yes
C0244,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,47.922320159386736,6133.700455365938,Yes
C0245,Female,1,No,Yes,58,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),101.55128259922212,5470.942215155807,Yes
C0246,Male,0,No,Yes,27,Yes,No,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.143531610441688,4811.370495278233,No
C0247,Male,0,Yes,Yes,53,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,98.70063207367131,6150.235988325312,No
C0248,Male,1,Yes,Yes,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),79.38883490701602,3577.503893535511,No
C0249,Male,0,Yes,Yes,59,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),76.44535169958647,837.162557545443,No
C0250,Female,0,Yes,Yes,47,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,No,Electronic check,64.75445799214339,357.1623444632857,No
C0251,Male,1,Yes,No,34,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),46.25865082090908,4081.079291509013,No
C0252,Female,0,Yes,Yes,37,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,65.33516911398613,5101.191200391238,Yes
C0253,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,63.90290822590611,686.7974773000449,No
C0254,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.54292725587314,2451.515901872451,No
C0255,Male,0,No,No,25,No,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),46.72057715726409,2749.4771710840814,No
C0256,Male,0,No,No,33,No,Yes,No,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),25.9147493615672,4791.631729636387,Yes
C0257,Female,0,No,No,55,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),32.799123557192104,2380.088192154937,No
C0258,Female,1,Yes,Yes,58,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.31609800908043,829.2914214340487,No
C0259,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),20.29421762282513,1416.3148767086382,No
C0260,Male,0,No,Yes,57,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Mailed check,105.35719055383386,1493.4252532067667,No
C0261,Female,0,No,No,12,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),88.82852740295117,7165.738516897462,No
C0262,Male,0,Yes,Yes,16,Yes,Yes,No,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),96.34482721338706,2429.599584949868,Yes
C0263,Male,0,No,Yes,43,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),103.27041380753442,6080.015287064968,Yes
C0264,Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.516465280878478,4834.408246449992,No
C0265,Female,0,No,Yes,51,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),101.89001127894676,8305.242708174661,Yes
C0266,Female,0,No,Yes,32,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,Yes,Mailed check,69.47352864122375,2332.0818774418753,No
C0267,Female,1,Yes,No,8,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,One year,No,Electronic check,108.32343155282611,1361.3199601286763,No
C0268,Male,0,No,Yes,72,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),108.43183330815503,459.3849393252612,No
C0269,Male,1,No,No,45,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),20.466160462925362,2061.819855469821,Yes
C0270,Female,0,Yes,No,59,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,57.05225197932097,5820.28925857536,No
C0271,Female,1,Yes,No,4,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,71.6926771782579,741.1602613698517,No
C0272,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,87.19272915785601,2093.5610505594036,No
C0273,Female,0,Yes,No,29,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,47.19099716178167,7272.72557893679,No
C0274,Male,0,No,Yes,29,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,43.71851058779453,4962.606916509861,No
C0275,Female,0,No,Yes,28,Yes,No phone service,No,Yes,No,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),56.88910334708282,607.6817044276039,Yes
C0276,Male,0,Yes,Yes,44,Yes,No phone service,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.09574655848924,422.44842952649213,No
C0277,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,115.01691560335216,536.4442285131547,No
C0278,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,Yes,Electronic check,95.73506360313863,8006.984175348997,No
C0279,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),61.79075902764594,7226.609457054866,No
C0280,Female,0,No,No,56,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.545350200898746,7184.781436403247,No
C0281,Female,0,Yes,No,50,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),35.189100398663456,7857.206577349756,No
C0282,Female,0,Yes,No,15,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,64.50429128058053,4303.576220108221,No
C0283,Male,0,No,No,32,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),101.01024181006784,2115.977500637844,No
C0284,Female,0,Yes,Yes,28,No,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),56.83094463908908,3422.2337719511106,No
C0285,Male,1,No,No,22,No,No,No,No,No,Yes,No,Yes,No,Two year,No,Mailed check,72.92665837599608,6115.405066200484,Yes
C0286,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,108.96409838068041,7448.510816243371,Yes
C0287,Male,0,No,Yes,59,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),111.20721846151615,3708.441240265365,Yes
C0288,Male,0,No,Yes,71,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Bank transfer (automatic),40.00904963715432,4559.101263550643,Yes
C0289,Female,1,No,No,57,Yes,No,DSL,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,22.446682022844627,7921.38334896918,No
C0290,Male,0,Yes,Yes,26,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),49.151874159094525,929.8034399621775,No
C0291,Male,0,No,No,25,Yes,No phone service,No,No,Yes,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),88.97183611222957,7332.021958374519,Yes
C0292,Male,0,Yes,No,10,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),115.01344449957918,1369.2460644609205,Yes
C0293,Female,0,Yes,Yes,45,Yes,No,DSL,No,No,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),25.85726399837962,4122.1119731650415,No
C0294,Female,0,No,Yes,11,No,No phone service,No,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,20.905348676025696,1870.6649773200713,No
C0295,Female,1,No,No,53,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),108.18301572454362,5132.201803517705,No
C0296,Female,1,No,No,72,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.3108174485204,4755.819762929513,No
C0297,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,119.20935507386868,3241.2224634900576,No
C0298,Male,0,No,Yes,28,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,58.47287390949662,7340.540412916344,No
C0299,Female,1,Yes,No,65,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,60.43719232395047,5614.536582683323,No
C0300,Male,0,No,No,49,Yes,No,No,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),35.575807404339855,6135.261869927206,Yes
C0301,Male,0,No,No,47,Yes,No,No,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,29.816409564928524,1295.8958994774446,No
C0302,Male,0,Yes,No,52,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),77.02923708020427,7509.011280589189,Yes
C0303,Female,0,Yes,No,54,Yes,Yes,No,Yes,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,55.15707013207292,1434.834667824996,No
C0304,Female,0,No,Yes,60,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,26.192277690414997,1907.6620664288823,No
C0305,Male,0,Yes,No,57,No,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Mailed check,108.47268109137862,1104.16368473054,No
C0306,Female,1,No,No,47,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),38.23235976143197,3753.1268019914937,Yes
C0307,Female,1,Yes,No,31,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),94.35560339436034,7547.549703723092,No
C0308,Female,0,Yes,No,46,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),46.787316804047336,2159.2598613308287,No
C0309,Female,0,No,Yes,26,Yes,No phone service,No,No,No,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),100.91629273678551,3188.1765120274895,No
C0310,Female,1,Yes,Yes,5,Yes,Yes,No,No,No internet service,No,No,Yes,No,Two year,No,Electronic check,30.076477825620714,7194.33537507973,No
C0311,Male,1,Yes,Yes,52,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),95.11930424261968,5258.309202914898,Yes
C0312,Female,0,Yes,No,54,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),28.008125137852268,6393.21025090772,No
C0313,Male,1,Yes,No,33,Yes,Yes,No,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,63.585410361408215,1833.1484193171261,No
C0314,Male,1,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,No,Mailed check,92.86844376115967,6095.267020786905,No
C0315,Female,0,Yes,Yes,38,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),35.66827488106386,1948.5929280395142,No
C0316,Male,0,No,Yes,27,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.137828862365744,8392.397197110828,No
C0317,Male,0,No,No,15,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,One year,No,Mailed check,106.20623319340416,4766.9543762669855,No
C0318,Male,0,Yes,No,61,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No internet service,Two year,No,Electronic check,108.28217073257989,5918.412186721888,No
C0319,Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),22.583416150178074,1022.2822366882268,No
C0320,Female,1,No,Yes,46,Yes,No phone service,No,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,35.14523970600348,2144.0640227125928,No
